0.996429	0.945316
0.989286	0.832883
0.982143	0.727171
0.975	0.63535
0.967857	0.560924
0.960714	0.50415
0.953571	0.46308
0.946429	0.434656
0.939286	0.415585
0.932143	0.402888
0.925	0.394172
0.917857	0.387683
0.910714	0.382233
0.903571	0.377076
0.896429	0.371785
0.889286	0.366138
0.882143	0.360041
0.875	0.353472
0.867857	0.34645
0.860714	0.339013
0.853571	0.331208
0.846429	0.323085
0.839286	0.314694
0.832143	0.306083
0.825	0.297299
0.817857	0.288383
0.810714	0.279375
0.803571	0.27031
0.796429	0.261218
0.789286	0.252127
0.782143	0.24306
0.775	0.234036
0.767857	0.22507
0.760714	0.216176
0.753571	0.207363
0.746429	0.198637
0.739286	0.190003
0.732143	0.181463
0.725	0.173019
0.717857	0.164669
0.710714	0.156412
0.703571	0.148245
0.696429	0.140164
0.689286	0.132167
0.682143	0.124248
0.675	0.116404
0.667857	0.108631
0.660714	0.100925
0.653571	0.0932805
0.646429	0.0856949
0.639286	0.0781641
0.632143	0.0706847
0.625	0.0632533
0.617857	0.055867
0.610714	0.0485228
0.603571	0.041218
0.596429	0.0339503
0.589286	0.0267173
0.582143	0.0195169
0.575	0.012347
0.567857	0.00520585
0.560714	-0.00190832
0.553571	-0.00899712
0.546429	-0.016062
0.539286	-0.0231044
0.532143	-0.0301256
0.525	-0.0371266
0.517857	-0.0441086
0.510714	-0.0510724
0.503571	-0.0580188
0.496429	-0.0649483
0.489286	-0.0718616
0.482143	-0.078759
0.475	-0.0856406
0.467857	-0.0925066
0.460714	-0.0993571
0.453571	-0.106192
0.446429	-0.113011
0.439286	-0.119814
0.432143	-0.126602
0.425	-0.133374
0.417857	-0.140132
0.410714	-0.146876
0.403571	-0.153608
0.396429	-0.160332
0.389286	-0.167051
0.382143	-0.173771
0.375	-0.180498
0.367857	-0.187242
0.360714	-0.194013
0.353571	-0.200824
0.346429	-0.207691
0.339286	-0.214631
0.332143	-0.221664
0.325	-0.228811
0.317857	-0.236094
0.310714	-0.243534
0.303571	-0.251152
0.296429	-0.258965
0.289286	-0.266986
0.282143	-0.275218
0.275	-0.283658
0.267857	-0.292286
0.260714	-0.30107
0.253571	-0.309958
0.246429	-0.318877
0.239286	-0.327733
0.232143	-0.336409
0.225	-0.344764
0.217857	-0.352639
0.210714	-0.359856
0.203571	-0.366225
0.196429	-0.371551
0.189286	-0.375639
0.182143	-0.378308
0.175	-0.379395
0.167857	-0.378766
0.160714	-0.376323
0.153571	-0.37201
0.146429	-0.365819
0.139286	-0.357788
0.132143	-0.348
0.125	-0.336583
0.117857	-0.323697
0.110714	-0.309533
0.103571	-0.294297
0.0964286	-0.278196
0.0892857	-0.261427
0.0821429	-0.244158
0.075	-0.226513
0.0678571	-0.208554
0.0607143	-0.190275
0.0535714	-0.171597
0.0464286	-0.152376
0.0392857	-0.132421
0.0321429	-0.111511
0.025	-0.089426
0.0178571	-0.0659657
0.0107143	-0.0409604
0.00357143	-0.0142655
