0.996429	0.944314
0.989286	0.830077
0.982143	0.722793
0.975	0.6296
0.967857	0.553973
0.960714	0.496175
0.953571	0.454279
0.946429	0.425249
0.939286	0.405803
0.932143	0.392956
0.925	0.384292
0.917857	0.37802
0.910714	0.372918
0.903571	0.368206
0.896429	0.363426
0.889286	0.358333
0.882143	0.352814
0.875	0.346833
0.867857	0.3404
0.860714	0.333543
0.853571	0.326303
0.846429	0.318726
0.839286	0.310859
0.832143	0.302747
0.825	0.294434
0.817857	0.285963
0.810714	0.277371
0.803571	0.268694
0.796429	0.259963
0.789286	0.251204
0.782143	0.242443
0.775	0.233699
0.767857	0.224988
0.760714	0.216324
0.753571	0.207717
0.746429	0.199174
0.739286	0.1907
0.732143	0.182297
0.725	0.173967
0.717857	0.16571
0.710714	0.157524
0.703571	0.149405
0.696429	0.141353
0.689286	0.133362
0.682143	0.125429
0.675	0.11755
0.667857	0.109722
0.660714	0.101942
0.653571	0.0942048
0.646429	0.0865087
0.639286	0.0788505
0.632143	0.0712278
0.625	0.0636385
0.617857	0.0560808
0.610714	0.0485531
0.603571	0.0410543
0.596429	0.0335833
0.589286	0.0261395
0.582143	0.0187222
0.575	0.0113311
0.567857	0.00396609
0.560714	-0.00337295
0.553571	-0.0106859
0.546429	-0.0179726
0.539286	-0.0252328
0.532143	-0.032466
0.525	-0.0396719
0.517857	-0.0468498
0.510714	-0.0539991
0.503571	-0.0611191
0.496429	-0.068209
0.489286	-0.075268
0.482143	-0.0822951
0.475	-0.0892893
0.467857	-0.0962498
0.460714	-0.103175
0.453571	-0.110065
0.446429	-0.116919
0.439286	-0.123735
0.432143	-0.130514
0.425	-0.137256
0.417857	-0.143962
0.410714	-0.150632
0.403571	-0.157271
0.396429	-0.163882
0.389286	-0.170469
0.382143	-0.177042
0.375	-0.183607
0.367857	-0.190178
0.360714	-0.196767
0.353571	-0.203391
0.346429	-0.210069
0.339286	-0.216821
0.332143	-0.223671
0.325	-0.230642
0.317857	-0.237759
0.310714	-0.245044
0.303571	-0.25252
0.296429	-0.260201
0.289286	-0.268099
0.282143	-0.276212
0.275	-0.28453
0.267857	-0.293027
0.260714	-0.301658
0.253571	-0.31036
0.246429	-0.319049
0.239286	-0.327616
0.232143	-0.335931
0.225	-0.343843
0.217857	-0.351182
0.210714	-0.357766
0.203571	-0.363403
0.196429	-0.3679
0.189286	-0.371075
0.182143	-0.37276
0.175	-0.372812
0.167857	-0.371122
0.160714	-0.367621
0.153571	-0.362281
0.146429	-0.355123
0.139286	-0.346213
0.132143	-0.33566
0.125	-0.32361
0.117857	-0.310239
0.110714	-0.295746
0.103571	-0.280339
0.0964286	-0.264223
0.0892857	-0.247589
0.0821429	-0.230593
0.075	-0.21335
0.0678571	-0.195914
0.0607143	-0.178277
0.0535714	-0.160366
0.0464286	-0.14205
0.0392857	-0.123156
0.0321429	-0.103483
0.025	-0.0828301
0.0178571	-0.0610053
0.0107143	-0.0378375
0.00357143	-0.0131685
